TEST DATE_TIME;EOL NAME;OPERATORIUS;S/N;PT;PV;SV;STATUS;Istart;Iend;POS1;VOUT1;OFFSET1;MIN1;MAX1;POS2;VOUT2;OFFSET2;MIN2;MAX2;POS3;VOUT3;OFFSET3;MIN3;MAX3;POS4;VOUT4;OFFSET4;MIN4;MAX4;POS5;VOUT5;OFFSET5;MIN5;MAX5;POS6;VOUT6;OFFSET6;MIN6;MAX6;POS7;VOUT7;OFFSET7;MIN7;MAX7;POS8;VOUT8;OFFSET8;MIN8;MAX8;POS9;VOUT9;OFFSET9;MIN9;MAX9;POS10;VOUT10;OFFSET10;MIN10;MAX10;POS11;VOUT11;OFFSET11;MIN11;MAX11;POS12;VOUT12;OFFSET12;MIN12;MAX12;POS13;VOUT13;OFFSET13;MIN13;MAX13;POS14;VOUT14;OFFSET14;MIN14;MAX14;POS15;VOUT15;OFFSET15;MIN15;MAX15;POS16;VOUT16;OFFSET16;MIN16;MAX16;
2018.04.09 14:52:07;A;1594;00022485;;255;19;1;12.094;12.265;102.2;4.51;0.001;4.418;4.582;97.5;4.284;-0.041;4.024;4.462;92.5;4.025;-0.147;3.805;4.188;87.5;3.797;-0.077;3.603;3.882;82.5;3.442;-0.08;3.34;3.531;75;2.999;-0.025;2.957;3.121;65;2.486;-0.007;2.41;2.574;57.5;2.062;0.002;1.999;2.153;47.5;1.495;0.008;1.452;1.589;42.5;1.224;0.01;1.179;1.315;35;0.815;0.028;0.768;0.905;29.1;0.5;0.009;0.445;0.582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
